Organisation Name,Town/City,County,Type & Rating,Route
Gateway Salvation Church,Gravesend,Kent,Temporary Worker (A rating),Charity Worker
Gloucester Specsavers Limited,Gloucester,,Worker (A rating),Skilled Worker
Graepel Perforators Limited,Warrington,,Worker (A rating),Skilled Worker
HBK MANCHESTER LTD,Manchester,,Worker (A rating),Skilled Worker
Health Assist Limited,Leeds,West Yorkshire,Worker (A rating),Skilled Worker
HHT Limited T/A Go Gadget Outlet,Southend,,Worker (A rating),Skilled Worker
Hilton and Moss Sportscars LTD,Bishops Stortford,Hertfordshire,Worker (A rating),Skilled Worker
Hivestack EMEA Ltd,London,,Worker (A rating),Skilled Worker
Jim's Garage (Shetland) Ltd,Lerwick,Shetland,Worker (A rating),Skilled Worker
KARYA BISTRO LTD,London,,Worker (A rating),Skilled Worker
KIRKLANDS HEALTHCARE LIMITED,Harrow,Middlesex,Worker (A rating),Skilled Worker
LaunchGood UK Limited,London,,Worker (A rating),Skilled Worker
Legasea Ltd,Westhill,Aberdeenshire,Worker (A rating),Skilled Worker
LEIGHTON GRILL HOUSE LIMITED,Luton,,Worker (A rating),Skilled Worker
London Arabic Evangelical Church,London,,Worker (A rating),Tier 2 Ministers of Religion
LuxLondon.Shop Ltd,Sheffield,,Worker (A rating),Skilled Worker
Marathon Music Limited,London,,Worker (A rating),Skilled Worker
Marathon Music Limited,London,,Temporary Worker (A rating),Creative Worker
MC General Services (UK) Limited,London,,Worker (A rating),Skilled Worker
MC General Services (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
MORGANITE JEWELLERY LIMITED (16037266),England,,Worker (UK Expansion Worker: Provisional),Global Business Mobility: UK Expansion Worker
Native Care Ltd,Worthing,,Worker (A rating),Skilled Worker
NECTSOL Global limited,Basingstoke,,Worker (A rating),Skilled Worker
NewGen Talent Limited,London,,Worker (A rating),Skilled Worker
Nexus (Tyne and Wear Passenger Transport Executive),Newcastle,,Worker (A rating),Skilled Worker
Nordic Tyres UK Ltd,Dumfries,Dumfries & Galloway,Worker (A rating),Skilled Worker
OHM'S LAW V=IR LTD,Gateshead,,Worker (A rating),Skilled Worker
Om Sushi Ltd,Lewisham,London,Worker (A rating),Skilled Worker
OSSO Energy Plc,London,,Worker (A rating),Skilled Worker
P S & S K Khandpur Limited,London,,Worker (A rating),Skilled Worker
Pehrsson Scott Landscape & Garden Design,St Albans,,Worker (A rating),Skilled Worker
Pristine Domiciliary Care,Gloucester,Gloucestershire,Worker (A rating),Skilled Worker
Psyros Diagnostics Limited,Sandwich,,Worker (A rating),Skilled Worker
Resilient Plc,London,,Worker (A rating),Skilled Worker
SERENITY POINT LIMITED,London,,Worker (A rating),Skilled Worker
SK DENTAL PRACTICE LIMITED,London,,Worker (A rating),Skilled Worker
STACK Infrastructure EMEA Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
STACK Infrastructure EMEA Limited,London,,Worker (A rating),Skilled Worker
TC Primera Limited,Borehamwood,,Worker (A rating),Skilled Worker
TEAM WHEEL LIMITED,London,,Worker (A rating),Skilled Worker
Tees Works Group Limited,Middlesbrough,,Worker (A rating),Skilled Worker
Teya Europe Ltd,London,,Worker (A rating),Skilled Worker
The Chapter Hotels Limited,London,,Worker (A rating),Skilled Worker
The Rock Trust,Edinburgh,,Worker (A rating),Skilled Worker
THOUGHTIN LTD,London,,Worker (A rating),Skilled Worker
Turnout Labs Ltd,London,London,Worker (A rating),Skilled Worker
Unified Financial Limited,Edinburgh,,Worker (A rating),Skilled Worker
Uptake Strategies Limited,Ascot,Berkshire,Worker (A rating),Skilled Worker
Vasai Investment Ltd,Tamworth,Surrey,Worker (A rating),Skilled Worker
Young Roots Care Services Ltd,Walthamstow,London,Worker (A rating),Skilled Worker
Zash Maintenance Services Ltd,Bristol,,Worker (A rating),Skilled Worker
