Organisation Name,Town/City,County,Type & Rating,Route
Rigging Projects Limited,Southampton,Hampshire,Worker (A rating),Skilled Worker
ROMANA GROUP LTD,Slough,,Worker (A rating),Skilled Worker
SAMA REAL ESTATE LTD,Solihull,,Worker (A rating),Skilled Worker
SCO & SCO Ltd,Woolwich,London,Worker (A rating),Skilled Worker
Sigma-HSE (UK) Ltd,Winchester,,Worker (A rating),Skilled Worker
South Central Fleet Services Ltd,Southampton,Hampshire,Worker (A rating),Skilled Worker
STEMLIFE INTERNATIONAL LTD,Coventry,West Midlands,Worker (A rating),Skilled Worker
Strativ Group Ltd,Leeds,,Worker (A rating),Skilled Worker
Suba Healthcare Ltd t/a Amber House Residential Home,Burton On Trent,,Worker (A rating),Skilled Worker
Sutton Construction Ltd,Morden,Surrey,Worker (A rating),Skilled Worker
Syncron UK Limited,Birmingham,,Worker (A rating),Skilled Worker
Tache Gallery Limited,London,,Worker (A rating),Skilled Worker
TAVERNAKI BISTRO LIMITED,Leeds,,Worker (A rating),Skilled Worker
TGT Oilfield Services UK Limited,Aberdeen,Grampian,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
TGT Oilfield Services UK Limited,Aberdeen,Grampian,Worker (A rating),Skilled Worker
THAIHUT LTD,Wembley,,Worker (A rating),Skilled Worker
The Holbrook and Shotley Practice,Ipswich,Suffolk,Worker (A rating),Skilled Worker
The Phone Lads Limited,London,,Worker (A rating),Skilled Worker
TKS Food and Wine,Gloucester,Gloucestershire,Worker (A rating),Skilled Worker
TRAVELGLOBEUK LIMITED,Harrow,Middlesex,Worker (A rating),Skilled Worker
Tricrest Homes Limited t/a SYCAMORE LODGE CARE HOME,North East Lincolnshire,,Worker (A rating),Skilled Worker
UK EXOTIC FOODS LTD,Slough,,Worker (A rating),Skilled Worker
Uxbridge Restaurant Ltd,London,,Worker (A rating),Skilled Worker
Veterinary Immunogenics Ltd,Carlisle,Cumbria,Worker (A rating),Skilled Worker
Visual Comfort Europe Limited,Worthing,West Sussex,Worker (A rating),Skilled Worker
Volt Sport Science Ltd,London,,Worker (A rating),Skilled Worker
Wymondham CP LIMITED T/A Caprinos Pizza,Wymondham,Norfolk,Worker (A rating),Skilled Worker
Xorlogics Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Xorlogics Ltd.,London,,Worker (A rating),Skilled Worker
ZAK MONEY EXCHANGE LIMITED,London,,Worker (A rating),Skilled Worker
