Organisation Name,Town/City,County,Type & Rating,Route
SHARMA GROUP OF BUSINESSES LTD,Sheffield,South Yorkshire,Worker (A rating),Skilled Worker
Singar Beauty Limited T/A Singar Beauty,Knowle,,Worker (A rating),Skilled Worker
SKOEN FOOD AND LOGISTICS LTD T/A SKOEN,Hitchin,,Worker (A rating),Skilled Worker
SPORTS CAFE (BFD) LIMITED,Bradford,,Worker (A rating),Skilled Worker
SRS care Limited,Birmingham,West Midlands,Worker (A rating),Skilled Worker
Star World Convenience Ltd,Swindon,,Worker (A rating),Skilled Worker
Step Up Children and Family Services Limited,Huddersfield,,Worker (A rating),Skilled Worker
SVI DESIGN LIMITED,London,,Worker (A rating),Skilled Worker
The Pinner Road Surgery,Harrow,Middlesex,Worker (A rating),Skilled Worker
TOPS PIZZA (RAYNERS LANE) LIMITED,Harrow,,Worker (A rating),Skilled Worker
TUSKER CONTRACTS NI LIMITED,Newry,NORTHERN IRELAND,Worker (A rating),Skilled Worker
UNIEO CONSULTANTS LIMITED,London,,Worker (A rating),Skilled Worker
Verita Global Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Verita Global Ltd,London,,Worker (A rating),Skilled Worker
Verra Group Limited,Manchester,,Worker (A rating),Skilled Worker
VIPEN CONSTRUCTION LTD,Slough,,Worker (A rating),Skilled Worker
Voestalpine Signaling UK Ltd,Hampshire,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Zia pizza Semington ltd,Melksham,,Worker (A rating),Skilled Worker
ZL Notting Hill Limited,London,London,Worker (A rating),Skilled Worker
